,Name,Position,Age,Overall_Rating,Potential,Duration,Team,Value € M,Wage € K,Total_Stats,photo_link
1584,Jean-Jacques Danley,CM,22,65,78,2022 ~ 2027,Metz,1.7,2,1727,https://cdn.sofifa.net/players/268/805/23_180.png
1585,Alessandro Circati,CB,18,57,75,2022 ~ 2024,Parma,0.4,500,1294,https://cdn.sofifa.net/players/268/913/23_180.png
1586,Hashim Ali,LW,21,62,71,Free,Qatar,0,0,1518,https://cdn.sofifa.net/players/268/972/23_180.png
1587,Dylan Lobban,CAM,16,53,79,2022 ~ 2024,Aberdeen,0.375,500,1422,https://cdn.sofifa.net/players/269/086/23_180.png
1588,Junior Mwanga,CB,19,69,80,2022 ~ 2027,Bordeaux,2.8,2,1640,https://cdn.sofifa.net/players/269/184/23_180.png
1589,Leonardo Filipe Cruz Lelo,LB,22,72,78,2021 ~ 2025,Casa Pia,3.5,4,1832,https://cdn.sofifa.net/players/269/420/23_180.png
1590,Federico Redondo,CM,19,65,79,2021 ~ 2023,Argentinos Juniors,1.6,2,1786,https://cdn.sofifa.net/players/269/622/23_180.png
1591,Yannis Lagha,ST,18,64,82,2022 ~ 2025,Olympique Lyonnais,1.5,5,1536,https://cdn.sofifa.net/players/269/853/23_180.png
1592,Novatus Miroshi Dismas,CB,19,67,77,2022 ~ 2025,Zulte-Waregem,2.1,2,1723,https://cdn.sofifa.net/players/269/899/23_180.png
1593,Aaron Zehnter,LM,17,60,81,2022 ~ 2024,FC Augsburg,0.75,500,1541,https://cdn.sofifa.net/players/270/013/23_180.png
1594,Archie Gray,CAM,16,58,82,2021 ~ 2024,Leeds United,0.625,750,1655,https://cdn.sofifa.net/players/270/208/23_180.png
1595,Gabriel Davi Gomes Sara,CAM,23,73,81,2022 ~ 2026,Norwich City,6.5,29,2033,https://cdn.sofifa.net/players/270/571/23_180.png
1596,Luis Lopes,LW,22,70,74,2022 ~ 2025,Aberdeen,2.4,5,1730,https://cdn.sofifa.net/players/270/611/23_180.png
1597,Adrian Mazilu,RM,16,61,81,2022 ~ 2026,SSC Farul,0.9,500,1482,https://cdn.sofifa.net/players/270/867/23_180.png
1598,Doron Leidner,LB,20,68,80,2022 ~ 2026,Austria Wien,2.8,5,1721,https://cdn.sofifa.net/players/270/978/23_180.png
1599,Giovanni Fabbian,CM,19,64,76,"Jun 30, 2023",Reggina,1.4,7,1763,https://cdn.sofifa.net/players/271/019/23_180.png
1600,Ahmed Longmire,CB,22,54,65,2022 ~ 2022,Nashville SC,0.23,1,1228,https://cdn.sofifa.net/players/271/109/23_180.png
1601,Quilindschy Hartman,LB,20,71,80,2020 ~ 2025,Feyenoord,3.9,5,1831,https://cdn.sofifa.net/players/271/121/23_180.png
1602,Gabriel Silva Vieira,ST,20,70,82,2022 ~ 2023,Santa Clara,3.8,3,1723,https://cdn.sofifa.net/players/271/132/23_180.png
1603,Yaimar Medina,LW,17,62,78,2022 ~ 2025,Independiente del Valle,0.95,500,1636,https://cdn.sofifa.net/players/271/417/23_180.png
1604,Josh Williams,RB,19,61,74,2021 ~ 2023,Birmingham City,0.75,3,1611,https://cdn.sofifa.net/players/271/462/23_180.png
1605,Johaneko Louis-Jean,LB,18,60,70,2022 ~ 2025,Bordeaux,0.5,500,1438,https://cdn.sofifa.net/players/271/497/23_180.png
1606,Alessandro Fontanarosa,LB,19,67,77,2022 ~ 2025,Inter,2.1,8,1789,https://cdn.sofifa.net/players/271/572/23_180.png
1607,Ibrahim Sulemana Kakari,CB,19,67,79,2022 ~ 2025,Hellas Verona,2.3,4,1852,https://cdn.sofifa.net/players/271/577/23_180.png
1608,Giovanni Garofani,GK,19,61,77,2021 ~ 2025,Juventus,0.75,4,914,https://cdn.sofifa.net/players/271/583/23_180.png
1609,Emre Tezgel,ST,16,56,82,2022 ~ 2025,Stoke City,0.575,950,1363,https://cdn.sofifa.net/players/271/626/23_180.png
1610,Jamie Miley,CDM,18,55,74,2022 ~ 2027,Newcastle United,0.325,4,1533,https://cdn.sofifa.net/players/271/822/23_180.png
1611,Rokas Pukstas,RM,17,64,82,2020 ~ 2025,Hajduk Split,1.5,500,1795,https://cdn.sofifa.net/players/272/346/23_180.png
1613,Rory Wilson,ST,16,59,83,2022 ~ 2026,Aston Villa,0.7,2,1395,https://cdn.sofifa.net/players/272/942/23_180.png
1614,Mitja Ileni?,RB,17,62,80,2023 ~ 2027,New York City,0.95,500,1574,https://cdn.sofifa.net/players/272/943/23_180.png
1615,Kevin Castaño,CDM,21,71,79,2022 ~ 2023,Rionegro Águilas,4.2,1,1882,https://cdn.sofifa.net/players/272/951/23_180.png
1616,Andrey N. dos Santos,CDM,18,70,84,2023 ~ 2028,Chelsea,3.7,16,1828,https://cdn.sofifa.net/players/273/018/23_180.png
1617,James Beadle,GK,17,59,79,"Jun 30, 2023",Crewe Alexandra,0.55,500,949,https://cdn.sofifa.net/players/273/621/23_180.png
1618,Semih K?l?çsoy,RW,16,59,79,2021 ~ 2025,Be?ikta?,0.6,1,1528,https://cdn.sofifa.net/players/274/616/23_180.png
1619,Emre Gökay,RM,16,55,69,2022 ~ 2025,Sivasspor,0.3,500,1322,https://cdn.sofifa.net/players/275/071/23_180.png
1620,Igor Matanovi?,ST,19,65,80,"Jun 30, 2023",St. Pauli,1.7,5,1554,https://cdn.sofifa.net/players/259/750/23_180.png
1621,Radu Dr?gu?in,CB,20,70,83,"Jun 30, 2023",Genoa,3.6,28,1640,https://cdn.sofifa.net/players/260/105/23_180.png
1622,Robert Morales,ST,23,66,73,2020 ~ 2025,Cerro Porteño,1.7,500,1551,https://cdn.sofifa.net/players/260/139/23_180.png
1623,C?t?lin Cîrjan,RM,19,62,75,2019 ~ 2025,Arsenal,0.95,7,1621,https://cdn.sofifa.net/players/260/141/23_180.png
1624,Omari Hutchinson,RM,18,64,81,2022 ~ 2025,Chelsea,1.5,7,1625,https://cdn.sofifa.net/players/260/145/23_180.png
1625,Antwoine Hackford,ST,18,60,75,2021 ~ 2023,Sheffield United,0.575,2,1381,https://cdn.sofifa.net/players/260/192/23_180.png
1626,?smail Yüksek,CDM,23,69,76,2020 ~ 2027,Fenerbahçe,2.8,23,1939,https://cdn.sofifa.net/players/260/466/23_180.png
1627,Tomás Ángel,ST,19,66,79,2020 ~ 2023,Atlético Nacional,2,1,1591,https://cdn.sofifa.net/players/260/482/23_180.png
1628,Paxten Aaronson,CAM,18,66,78,2023 ~ 2027,Eintracht Frankfurt,2,3,1636,https://cdn.sofifa.net/players/260/523/23_180.png
1629,Gonzalo Abrego,CDM,22,72,79,2021 ~ 2023,Godoy Cruz,4.7,7,1931,https://cdn.sofifa.net/players/260/593/23_180.png
1630,Felipe Valencia,RM,17,50,74,2020 ~ 2026,Inter Miami,0.15,500,1258,https://cdn.sofifa.net/players/260/940/23_180.png
1631,Ignacio Miramón,CM,19,63,73,2021 ~ 2025,Gimnasia La Plata,0.975,2,1753,https://cdn.sofifa.net/players/261/171/23_180.png
1632,Myrto Uzuni,RM,27,76,76,2022 ~ 2025,Granada,8,12,1897,https://cdn.sofifa.net/players/261/204/23_180.png
1633,Kevin Mier,GK,22,73,81,2019 ~ 2025,Atlético Nacional,6,3,1101,https://cdn.sofifa.net/players/261/417/23_180.png
1634,Alex Bangura,LB,22,69,76,2019 ~ 2024,SC Cambuur,2.7,4,1666,https://cdn.sofifa.net/players/262/255/23_180.png
1635,Dirk Proper,CM,20,69,78,2020 ~ 2025,NEC,2.9,4,1697,https://cdn.sofifa.net/players/262/334/23_180.png
1636,Loreintz Rosier,CDM,23,69,76,2020 ~ 2023,Estoril,2.8,4,1841,https://cdn.sofifa.net/players/262/412/23_180.png
1637,Ibrahim Said,LW,20,66,78,2020 ~ 2026,Viborg,2.1,3,1573,https://cdn.sofifa.net/players/262/539/23_180.png
1638,Kenneth Schmidt,CB,20,65,75,2023 ~ 2026,SC Freiburg,1.5,5,1478,https://cdn.sofifa.net/players/262/665/23_180.png
1639,Lewis Fiorini,CM,20,65,77,"Jun 30, 2023",Blackpool,1.7,17,1758,https://cdn.sofifa.net/players/262/981/23_180.png
1640,Monnapule Saleng,ST,24,68,71,2021 ~ 2024,Orlando Pirates,1.6,500,1733,https://cdn.sofifa.net/players/263/043/23_180.png
1641,James Trafford,GK,19,68,79,"Jun 30, 2023",Bolton Wanderers,2.2,11,988,https://cdn.sofifa.net/players/263/063/23_180.png
1642,El Chadaille Bitshiabu,CB,17,64,82,2021 ~ 2024,Paris Saint Germain,1.4,600,1447,https://cdn.sofifa.net/players/263/193/23_180.png
1643,Ismaël Gharbi,CAM,18,66,79,2021 ~ 2025,Paris Saint Germain,2,8,1625,https://cdn.sofifa.net/players/263/194/23_180.png
1644,Luciano Gondou,ST,21,68,79,2021 ~ 2025,Sarmiento,2.7,4,1664,https://cdn.sofifa.net/players/263/296/23_180.png
1645,Carl Rushworth,GK,20,66,78,"Jun 30, 2023",Lincoln City,1.8,8,1155,https://cdn.sofifa.net/players/263/339/23_180.png
1646,José Manuel Arias Copete,CB,22,72,82,2022 ~ 2026,Mallorca,4.9,14,1572,https://cdn.sofifa.net/players/263/396/23_180.png
1647,Gloire Amanda,LM,23,60,65,2021 ~ 2023,Austria Klagenfurt,0.375,2,1448,https://cdn.sofifa.net/players/263/449/23_180.png
1648,Roberto Fernández Jaén,ST,20,66,77,"Jun 30, 2023",FC Barcelona,1.9,2,1671,https://cdn.sofifa.net/players/263/676/23_180.png
1649,Henry Lawrence,RB,20,62,72,2020 ~ 2024,Milton Keynes Dons,0.825,2,1624,https://cdn.sofifa.net/players/263/703/23_180.png
1650,Eíran Cashin,CB,20,69,78,2018 ~ 2024,Derby County,2.9,3,1641,https://cdn.sofifa.net/players/263/914/23_180.png
1651,Ben Knight,RW,20,60,74,2019 ~ 2025,Manchester City,0.6,12,1496,https://cdn.sofifa.net/players/263/955/23_180.png
1652,Cameron Peupion,CAM,19,57,74,2021 ~ 2024,Brighton & Hove Albion,0.425,5,1524,https://cdn.sofifa.net/players/264/124/23_180.png
1653,Luis Federico López Andúgar,GK,21,63,75,2020 ~ 2023,Real Madrid,1,11,888,https://cdn.sofifa.net/players/264/170/23_180.png
1654,Mathias Løvik,LB,18,61,77,2021 ~ 2026,Molde,0.8,500,1481,https://cdn.sofifa.net/players/264/294/23_180.png
1655,Noel López de la Fuente,RW,19,63,80,2022 ~ 2026,Real Madrid,1.3,15,1539,https://cdn.sofifa.net/players/264/490/23_180.png
1656,Owen Dodgson,LWB,19,61,72,"Jun 30, 2023",Rochdale,0.675,3,1574,https://cdn.sofifa.net/players/264/505/23_180.png
1657,Kevin Mantilla,CB,19,68,80,2020 ~ 2022,Santa Fe,2.7,800,1577,https://cdn.sofifa.net/players/264/549/23_180.png
1658,Enes Sali,RW,16,59,82,2023 ~ 2025,SSC Farul,0.7,500,1398,https://cdn.sofifa.net/players/264/633/23_180.png
1659,Derek Mazou-Sacko,CM,17,60,78,2022 ~ 2025,Troyes,0.6,500,1601,https://cdn.sofifa.net/players/264/786/23_180.png
1660,Felix Afena-Gyan,ST,19,70,80,2022 ~ 2026,Cremonese,3.5,5,1772,https://cdn.sofifa.net/players/265/187/23_180.png
1661,Ayman Benarous,CM,18,62,76,2021 ~ 2025,Bristol City,0.925,2,1552,https://cdn.sofifa.net/players/265/197/23_180.png
1662,Youri Regeer,CM,18,65,81,2021 ~ 2025,Ajax,1.7,1,1768,https://cdn.sofifa.net/players/265/390/23_180.png
1663,Jesús Lázaro Owono Ngua Akeng,GK,21,61,72,2021 ~ 2024,Deportivo Alavés,0.65,1,941,https://cdn.sofifa.net/players/265/405/23_180.png
1664,Guillaume Restes,GK,17,61,81,2021 ~ 2024,Toulouse,0.8,500,948,https://cdn.sofifa.net/players/265/526/23_180.png
1665,Leopold Querfeld,CB,18,64,80,2021 ~ 2025,Rapid Wien,1.4,2,1476,https://cdn.sofifa.net/players/265/576/23_180.png
1666,Koni De Winter,RB,20,66,81,"Jun 30, 2023",Empoli,1.9,15,1601,https://cdn.sofifa.net/players/265/774/23_180.png
1667,Marc Pubill Pagès,RWB,19,68,79,2021 ~ 2026,Levante,2.5,2,1768,https://cdn.sofifa.net/players/266/039/23_180.png
1668,Mika Mármol Medina,LB,21,66,76,2022 ~ 2024,FC Andorra,1.8,2,1662,https://cdn.sofifa.net/players/266/160/23_180.png
1669,Nestory Irankunda,RM,16,58,79,2022 ~ 2024,Adelaide United,0.65,500,1566,https://cdn.sofifa.net/players/266/245/23_180.png
1670,Akor Jerome Adams,ST,22,66,75,2022 ~ 2024,Lillestrøm,1.9,2,1619,https://cdn.sofifa.net/players/266/256/23_180.png
1671,Jacopo Fazzini,CM,19,66,82,2020 ~ 2027,Empoli,2.2,2,1843,https://cdn.sofifa.net/players/266/596/23_180.png
1672,Yira Sor,ST,21,74,82,2023 ~ 2027,Genk,9.5,11,1892,https://cdn.sofifa.net/players/266/616/23_180.png
1673,Carlos Andrés Gómez,RM,19,69,81,2023 ~ 2027,Real Salt Lake,3.3,2,1684,https://cdn.sofifa.net/players/266/674/23_180.png
1674,Alex Lowry,LW,19,62,80,2022 ~ 2025,Rangers,1,5,1541,https://cdn.sofifa.net/players/266/756/23_180.png
1675,Gastón Álvarez,LWB,22,72,81,2021 ~ 2023,Getafe,4.9,15,1600,https://cdn.sofifa.net/players/266/797/23_180.png
1676,Ben Doak,RW,16,62,84,2022 ~ 2026,Liverpool,1.2,3,1454,https://cdn.sofifa.net/players/266/815/23_180.png
1677,Tayo Adaramola,LB,18,58,72,2020 ~ 2023,Crystal Palace,0.45,2,1561,https://cdn.sofifa.net/players/267/476/23_180.png
1678,Malcolm Ebiowei,RM,18,66,79,"Jun 30, 2023",Hull City,2,6,1671,https://cdn.sofifa.net/players/267/611/23_180.png
1679,Santiago Castro,RW,17,65,79,2021 ~ 2025,Vélez Sarsfield,1.6,850,1661,https://cdn.sofifa.net/players/267/861/23_180.png
1680,Gift Links,RW,23,65,71,2019 ~ 2024,AGF,1.1,3,1747,https://cdn.sofifa.net/players/253/409/23_180.png
1681,Miguel Azeez,CDM,19,63,80,2019 ~ 2024,Wigan Athletic,1.2,1,1760,https://cdn.sofifa.net/players/253/452/23_180.png
1682,Connor Barron,CDM,19,65,78,2019 ~ 2024,Aberdeen,1.7,1,1807,https://cdn.sofifa.net/players/253/970/23_180.png
1683,Nick Woltemade,ST,20,66,77,"Jun 30, 2023",Elversberg,1.9,6,1561,https://cdn.sofifa.net/players/254/022/23_180.png
1684,Chem Campbell,LM,19,62,78,2019 ~ 2026,Wycombe Wanderers,1,1,1651,https://cdn.sofifa.net/players/254/113/23_180.png
1685,Maximilian Beier,RM,19,70,82,"Jun 30, 2023",Hannover 96,3.8,12,1686,https://cdn.sofifa.net/players/254/117/23_180.png
1686,Patrik Wålemark,LW,20,72,81,2022 ~ 2026,Feyenoord,5,7,1735,https://cdn.sofifa.net/players/254/148/23_180.png
1687,Bartosz Bia?ek,ST,20,68,79,"Jun 30, 2023",Vitesse,2.7,13,1628,https://cdn.sofifa.net/players/254/267/23_180.png
1688,Tayvon Gray,CB,19,65,78,2019 ~ 2025,New York City,1.6,1,1560,https://cdn.sofifa.net/players/254/492/23_180.png
1689,Conor Grant,RW,20,61,70,2022 ~ 2025,Milton Keynes Dons,0.725,2,1648,https://cdn.sofifa.net/players/254/496/23_180.png
1690,David Ayala,CM,19,68,77,2022 ~ 2025,Portland Timbers,2.5,2,1713,https://cdn.sofifa.net/players/254/578/23_180.png
1691,Billy Koumetio,CB,19,63,77,2019 ~ 2025,Liverpool,1.1,8,1442,https://cdn.sofifa.net/players/254/588/23_180.png
1692,Sven Mijnans,RW,22,70,77,2023 ~ 2028,AZ Alkmaar,3.2,6,1861,https://cdn.sofifa.net/players/254/789/23_180.png
1693,Ransford-Yeboah Königsdörffer,CAM,20,69,78,2022 ~ 2026,Hamburger SV,3.1,6,1741,https://cdn.sofifa.net/players/255/036/23_180.png
1694,Kevin Paredes,LWB,19,68,82,2022 ~ 2026,VfL Wolfsburg,2.9,10,1677,https://cdn.sofifa.net/players/255/272/23_180.png
1695,Youssouf Ndayishimiye,CM,23,75,81,2023 ~ 2027,Nice,8,28,1904,https://cdn.sofifa.net/players/255/533/23_180.png
1696,Samuel Almeida Costa,CM,21,73,81,2021 ~ 2026,Almería,6.5,13,1877,https://cdn.sofifa.net/players/255/566/23_180.png
1697,Koki Saito,ST,20,69,80,2021 ~ 2025,Sparta Rotterdam,3.1,4,1724,https://cdn.sofifa.net/players/255/594/23_180.png
1698,Reo Hatate,CM,24,75,80,2022 ~ 2025,Celtic,8.5,40,1993,https://cdn.sofifa.net/players/255/742/23_180.png
1699,Jon Pacheco Dozagarat,CB,21,71,83,2021 ~ 2027,Real Sociedad,4.3,12,1484,https://cdn.sofifa.net/players/255/854/23_180.png
1700,Facundo Torres,LM,22,73,81,2022 ~ 2025,Orlando City,7,7,1803,https://cdn.sofifa.net/players/256/136/23_180.png
1701,Francho Serrano Gracia,RM,20,67,80,2020 ~ 2025,Real Zaragoza,2.4,3,1762,https://cdn.sofifa.net/players/256/341/23_180.png
1702,Matthew Cox,GK,19,62,79,2021 ~ 2028,Brentford,0.9,2,943,https://cdn.sofifa.net/players/256/488/23_180.png
1703,Nnamdi Collins,CB,18,62,82,2021 ~ 2023,Borussia Dortmund,1,2,1427,https://cdn.sofifa.net/players/256/500/23_180.png
1704,Melayro Bogarde,RB,20,64,79,2019 ~ 2024,TSG Hoffenheim,1.3,5,1544,https://cdn.sofifa.net/players/256/544/23_180.png
1705,Marco Grüll,ST,23,72,77,2021 ~ 2024,Rapid Wien,3.5,18,1792,https://cdn.sofifa.net/players/256/548/23_180.png
1706,Lamine Gueye,LM,24,70,73,2020 ~ 2024,Metz,2.2,5,1735,https://cdn.sofifa.net/players/256/689/23_180.png
1707,Sebastian Nanasi,RM,20,67,81,2018 ~ 2025,Malmö FF,2.5,2,1646,https://cdn.sofifa.net/players/256/782/23_180.png
1708,Nico Gordon,RB,20,60,73,2018 ~ 2023,Birmingham City,0.55,4,1400,https://cdn.sofifa.net/players/256/813/23_180.png
1709,Adam Karabec,LM,18,71,79,2020 ~ 2025,Sparta Praha,4,500,1790,https://cdn.sofifa.net/players/256/970/23_180.png
1710,Andrea Carboni,CB,21,70,80,"Jun 30, 2023",Venezia,3.3,16,1635,https://cdn.sofifa.net/players/257/000/23_180.png
1711,Marlon Suliman Mustapha,ST,21,64,74,2020 ~ 2024,FSV Mainz 05,1.3,5,1660,https://cdn.sofifa.net/players/257/080/23_180.png
1712,Fabiano Josué de Souza Silva,RM,22,73,80,"Jun 30, 2023",Kas?mpa?a,6,10,1880,https://cdn.sofifa.net/players/257/162/23_180.png
1713,Sinaly Diomandé,CB,21,74,79,2019 ~ 2025,Olympique Lyonnais,6,30,1783,https://cdn.sofifa.net/players/257/204/23_180.png
1714,Martin Šviderský,CB,19,65,80,2022 ~ 2027,Almería,1.6,3,1669,https://cdn.sofifa.net/players/257/207/23_180.png
1715,Timothée Pembélé,RWB,19,70,81,2020 ~ 2024,Paris Saint Germain,3.3,16,1790,https://cdn.sofifa.net/players/257/270/23_180.png
1716,Wahid Faghir,ST,18,65,80,"Jun 30, 2023",Nordsjælland,1.7,3,1574,https://cdn.sofifa.net/players/257/399/23_180.png
1717,Matthew Dennis,LW,20,60,68,"Jun 30, 2023",Sutton United,0.55,2,1589,https://cdn.sofifa.net/players/257/614/23_180.png
1718,Lewis Neilson,RB,19,64,80,2022 ~ 2025,Hearts,1.4,950,1460,https://cdn.sofifa.net/players/257/717/23_180.png
1719,Josip Juranovi?,LWB,26,77,77,2023 ~ 2027,FC Union Berlin,10.5,29,2076,https://cdn.sofifa.net/players/257/771/23_180.png
1720,Kanya Fujimoto,CAM,23,74,81,2020 ~ 2025,Gil Vicente,8.5,10,1894,https://cdn.sofifa.net/players/257/899/23_180.png
1721,Julián Aude,CDM,19,67,81,2023 ~ 2027,LA Galaxy,2.3,1,1722,https://cdn.sofifa.net/players/258/095/23_180.png
1722,Jayden Oosterwolde,CB,21,68,79,2023 ~ 2027,Fenerbahçe,2.6,15,1757,https://cdn.sofifa.net/players/258/168/23_180.png
1723,Bright Akwo Arrey-Mbi,CB,19,64,81,"Jun 30, 2023",Hannover 96,1.4,5,1531,https://cdn.sofifa.net/players/258/315/23_180.png
1724,András Németh,ST,19,65,80,2023 ~ 2026,Hamburger SV,1.7,3,1507,https://cdn.sofifa.net/players/258/377/23_180.png
1725,Ivo Grbi?,GK,26,74,78,2020 ~ 2024,Atlético Madrid,4.5,29,1102,https://cdn.sofifa.net/players/258/390/23_180.png
1726,Rémy Vita,LB,21,63,73,2022 ~ 2026,Fortuna Sittard,1,2,1558,https://cdn.sofifa.net/players/258/468/23_180.png
1727,Luca Hoole,CB,20,62,68,2018 ~ 2024,Bristol Rovers,0.575,1,1544,https://cdn.sofifa.net/players/258/606/23_180.png
1728,Ethan Brierley,CM,18,58,72,2019 ~ 2024,Rochdale,0.475,800,1606,https://cdn.sofifa.net/players/258/724/23_180.png
1729,Luiz Lúcio Reis Júnior,GK,21,73,83,2019 ~ 2027,Famalicão,6,4,987,https://cdn.sofifa.net/players/258/885/23_180.png
1730,Andrea Cambiaso,RB,22,72,81,"Jun 30, 2023",Bologna,5,44,1859,https://cdn.sofifa.net/players/258/966/23_180.png
1731,Miguel Monsalve,CAM,18,68,82,2020 ~ 2026,Independiente Medellín,2.8,550,1563,https://cdn.sofifa.net/players/259/016/23_180.png
1732,Jamie Lawrence,CB,19,65,76,"Jun 30, 2024",Magdeburg,1.4,6,1377,https://cdn.sofifa.net/players/259/082/23_180.png
1733,Ravil Tagir,CB,19,66,79,"Jun 30, 2024",Westerlo,1.9,5,1579,https://cdn.sofifa.net/players/259/087/23_180.png
1734,Pablo Rodríguez Delgado,LW,20,64,75,"Jun 30, 2023",Brescia,1.3,3,1497,https://cdn.sofifa.net/players/259/105/23_180.png
1735,Rodrigo Martins Gomes,LM,18,68,83,2020 ~ 2026,Sporting Braga,2.8,2,1748,https://cdn.sofifa.net/players/259/170/23_180.png
1736,Musa Al-Tamari,RWB,25,70,73,2020 ~ 2023,OH Leuven,2.1,8,1792,https://cdn.sofifa.net/players/259/191/23_180.png
1737,Kaly Sène,ST,21,65,77,2020 ~ 2023,Basel,1.8,4,1635,https://cdn.sofifa.net/players/259/268/23_180.png
1738,Matteo Ruggeri,LM,19,69,80,2020 ~ 2026,Atalanta,2.9,10,1743,https://cdn.sofifa.net/players/259/584/23_180.png
1739,Jordan Zemura,LWB,22,70,77,2019 ~ 2023,AFC Bournemouth,3.1,19,1673,https://cdn.sofifa.net/players/259/634/23_180.png
1741,Ryan Giles,LWB,22,73,79,"Jun 30, 2023",Middlesbrough,4.6,42,1911,https://cdn.sofifa.net/players/243/608/23_180.png
1742,Reece Hutchinson,LWB,22,60,67,"Jun 30, 2023",Sligo Rovers,0.475,1,1511,https://cdn.sofifa.net/players/243/637/23_180.png
1743,Iñigo Vicente Elorduy,CAM,24,72,75,2022 ~ 2025,Racing Santander,3.2,7,1821,https://cdn.sofifa.net/players/243/792/23_180.png
1744,Matthew Longstaff,CM,22,65,69,2018 ~ 2023,Newcastle United,1,16,1805,https://cdn.sofifa.net/players/243/828/23_180.png
1745,Sam Finley,CM,29,65,65,2021 ~ 2024,Bristol Rovers,0.7,3,1830,https://cdn.sofifa.net/players/244/054/23_180.png
1746,Nehuén Pérez,CB,22,75,82,2022 ~ 2027,Udinese,10.5,13,1522,https://cdn.sofifa.net/players/244/206/23_180.png
1747,Amir Rrahmani,CB,28,80,80,2020 ~ 2024,Napoli,18,57,1806,https://cdn.sofifa.net/players/244/263/23_180.png
1748,Adam Idah,ST,21,67,73,2018 ~ 2028,Norwich City,1.7,12,1586,https://cdn.sofifa.net/players/244/288/23_180.png
1749,Teddy Teuma,CDM,28,77,77,2019 ~ 2025,Union Saint-Gilloise,10.5,19,2135,https://cdn.sofifa.net/players/244/309/23_180.png
1750,Luís Manuel Arantes Maximiano,GK,23,78,84,2022 ~ 2027,Lazio,18,29,1179,https://cdn.sofifa.net/players/244/316/23_180.png
1751,Vitaliy Mykolenko,LWB,23,75,79,2022 ~ 2026,Everton,7.5,28,1766,https://cdn.sofifa.net/players/244/380/23_180.png
1752,Marius Bülter,ST,29,74,74,2021 ~ 2024,Schalke 04,4.1,22,1903,https://cdn.sofifa.net/players/244/390/23_180.png
1753,Javier Puado Díaz,RM,24,76,79,2017 ~ 2025,Espanyol,10,17,1976,https://cdn.sofifa.net/players/244/622/23_180.png
1754,Kevin Velasco,LM,25,75,78,2018 ~ 2022,Deportivo Cali,7.5,5,1947,https://cdn.sofifa.net/players/244/772/23_180.png
1755,Jonas David,CDM,22,68,73,2018 ~ 2024,Hamburger SV,1.7,5,1650,https://cdn.sofifa.net/players/244/859/23_180.png
1756,Aníbal Moreno,CM,23,76,82,2021 ~ 2025,Racing Club,11,15,1981,https://cdn.sofifa.net/players/245/055/23_180.png
1758,Do?an Alemdar,GK,19,72,80,2021 ~ 2026,Rennes,4.4,9,1039,https://cdn.sofifa.net/players/245/822/23_180.png
1759,Jamie Bowden,CDM,20,63,75,2018 ~ 2023,Tottenham Hotspur,1.2,11,1723,https://cdn.sofifa.net/players/245/907/23_180.png
1760,Vítor Tormena de Farias,CB,26,76,79,2019 ~ 2024,Sporting Braga,8.5,14,1640,https://cdn.sofifa.net/players/246/098/23_180.png
1761,Matías Palacios,CM,20,67,78,2022 ~ 2026,Al Ain,2.2,500,1735,https://cdn.sofifa.net/players/246/107/23_180.png
1762,Kayne Ramsay,RWB,21,62,71,2022 ~ 2024,Harrogate Town,0.85,1,1571,https://cdn.sofifa.net/players/246/137/23_180.png
1763,Han-Noah Massengo,CM,20,69,78,"Jun 30, 2023",Auxerre,2.9,11,1823,https://cdn.sofifa.net/players/246/594/23_180.png
1764,Álvaro Fidalgo Fernández,CM,24,73,78,2021 ~ 2025,América,4.6,30,1925,https://cdn.sofifa.net/players/246/608/22_180.png
1765,Lucien Agoumé,CM,20,72,82,"Jun 30, 2023",Troyes,4.8,24,1824,https://cdn.sofifa.net/players/246/683/23_180.png
1766,Saud Abdulhamid,CDM,22,74,80,2022 ~ 2025,Al Hilal,6.5,25,1831,https://cdn.sofifa.net/players/246/688/23_180.png
1767,Mattie Pollock,CB,20,65,74,"Jun 30, 2023",Aberdeen,1.5,7,1368,https://cdn.sofifa.net/players/246/695/23_180.png
1768,Mohamed Ihattaren,RW,20,72,77,"Dec 31, 2022",Ajax,3.5,42,1795,https://cdn.sofifa.net/players/246/960/23_180.png
1769,Elliot Jorge Simões Inácio,ST,22,61,67,2022 ~ 2023,Salford City,0.525,3,1450,https://cdn.sofifa.net/players/246/979/23_180.png
